DW_DELL_ACCT_ID,RPTG_SLS_MGMT_LVL_1,DELL_INDUSTRY_TAXONOMY_L1,ORG_USER_DEFINED_VALUE_113,emp_size,buy_power,decision_maker,category
597545857,NAMERICA,Energy,T1,7762,18025000,1,Low
3468105406,Greater China,Web & Tech,T1,500,1100030,1,Low
595715296,NAMERICA,Government,T5,5,173324.999,1,Low
2485270873,CSB,Healthcare & Life Sciences,T5,150,137951,0,Low
1906279909,CSB,"Business, Engineering & Consumer Services",T5,90,12303,0,Low
3402828468,CSB,Manufacturing,T5,16,4837898,0,Low
3505506601,CSB,Agriculture,T5,200,187112,0,Low
3327529826,EMEA,Transportation,T3,100,39559.604,1,Low
3388292524,Greater China,Transportation,T3,500,334247,0,Low
2046857847,LA,"Telecom, Media & Entertainment",T3,300,66102.98,1,Low
2233551473,APJ,Government,T2,1,56925.142,1,Low
3561061490,CSB,Web & Tech,T5,11,76644,1,Low
3548978757,NAMERICA,Web & Tech,T1,4,175869.26,1,Low
595672717,NAMERICA,Education,T5,345,100000,1,Low
595721314,NAMERICA,Government,T1,5,3357000,1,Low
2122686984,APJ,Agriculture,T3,86,210630,0,Low
1704566083,EMEA,"Banking, Financial Services & Insurance",T1,4926,89149,1,Low
1702742046,EMEA,Agriculture,T1,13000,21500000,1,Low
3383829676,LA,Education,T1,300,64616,1,Low
595710113,NAMERICA,Government,T1,112,580505.762,1,Low
3316124996,CSB,Transportation,T5,9682,7523132,0,Low
2690823786,APJ,Retail,T3,11,13513.656,0,Low
3401552827,EMEA,Government,T1,80,178177,1,Low
2122991363,APJ,"Business, Engineering & Consumer Services",T1,50,18500,0,Low
3563504250,CSB,"Business, Engineering & Consumer Services",T5,7,31495,1,Low
1704116563,EMEA,Retail,T5,2776,176895,0,Low
2713560243,APJ,"Business, Engineering & Consumer Services",T5,173,48962.658,1,Low
2036944780,Greater China,Manufacturing,T1,3904,334368,1,Low
3586347999,CSB,Healthcare & Life Sciences,T5,15,7914024,1,Low
2164729595,CSB,"Telecom, Media & Entertainment",T5,20,15534,1,Low
3493031601,CSB,Agriculture,T5,60,2060509,0,Low
3585040388,CSB,Agriculture,T5,1177,99957,0,Low
2449958024,NAMERICA,"Banking, Financial Services & Insurance",T3,3,500000,0,Low
1724012008,LA,Manufacturing,T1,4500,1132300,1,Low
1503552764,NAMERICA,Web & Tech,T1,630,1805581,0,Low
2435250098,APJ,"Banking, Financial Services & Insurance",T4,5,170374,1,Low
3524750031,CSB,Web & Tech,T5,1,10223,0,Low
595723457,NAMERICA,Government,T1,1500,1484173.76,1,Low
3586545969,CSB,Manufacturing,T5,25,109028,0,Low
2434517060,NAMERICA,Manufacturing,T1,230,728146.18,1,Low
595690032,NAMERICA,Government,T5,71,10600.001,0,Low
3530318791,EMEA,"Banking, Financial Services & Insurance",T1,5512,60085,0,Low
3399551649,NAMERICA,Retail,T4,41,405766,0,Low
3584758529,NAMERICA,Agriculture,T5,1209,182250,1,Low
2123005800,APJ,Retail,T1,5372,1173200,1,Low
1093628820,NAMERICA,Retail,T5,310,134398,1,Low
3495206725,CSB,Agriculture,T5,80,199235,1,Low
2443006916,LA,Retail,T5,50,18892.59,0,Low
2036968240,Greater China,"Business, Engineering & Consumer Services",T1,230,1389600,0,Low
2958402054,LA,Agriculture,T5,3,8769463,0,Low
1445239560,NAMERICA,"Banking, Financial Services & Insurance",T1,7402,8297200,0,Low
595727361,NAMERICA,Government,T5,100,54193,1,Low
595711672,NAMERICA,Government,T4,380,198718,1,Low
1703057829,EMEA,Healthcare & Life Sciences,T3,3930,852794.205,1,Low
2702041131,APJ,Retail,T5,585,13199.02,0,Low
3269044781,APJ,"Business, Engineering & Consumer Services",T3,500,45121.193,0,Low
725396569,NAMERICA,Healthcare & Life Sciences,T1,3027,2042641.606,0,Low
2036952973,Greater China,Retail,T1,100,596366,0,Low
2667638816,NAMERICA,Construction & Real Estate,T4,35,120000,0,Low
3371967184,NAMERICA,"Telecom, Media & Entertainment",T1,57,37034,1,Low
2433963749,APJ,Construction & Real Estate,T3,280,51226.748,1,Low
3531286087,CSB,Agriculture,T5,20,24050,1,Low
1706385899,EMEA,Education,T1,3523,23343,1,Low
3356897083,Greater China,Manufacturing,T3,200,3753482,1,Low
1707168549,EMEA,"Banking, Financial Services & Insurance",T1,1,149730,0,Low
1702732100,EMEA,Healthcare & Life Sciences,T2,1450,1237000,0,Low
3528633990,EMEA,Agriculture,T3,30,1497915,1,Low
3587041779,CSB,Agriculture,T5,2,125558,0,Low
3586620555,EMEA,Agriculture,T5,9377,137994,1,Low
3388628928,LA,Agriculture,T2,200,700000,0,Low
595661701,NAMERICA,Education,T1,477,406700,0,Low
2542173853,NAMERICA,Education,T5,10,4044433,1,Low
2224689091,NAMERICA,"Banking, Financial Services & Insurance",T3,70,485188,0,Low
595732317,NAMERICA,Government,T5,556,73841.792,1,Low
2734208125,NAMERICA,"Business, Engineering & Consumer Services",T3,130,801844.034,0,Low
2647552834,NAMERICA,Retail,T5,72,36278.001,1,Low
2902758796,CSB,"Business, Engineering & Consumer Services",T5,10,1659191,0,Low
3324982938,EMEA,Retail,T5,738,42646.107,0,Low
2122693354,APJ,Energy,T2,100,4602050,0,Low
1703017558,EMEA,"Business, Engineering & Consumer Services",T3,100,464659.922,0,Low
3520081589,CSB,Agriculture,T5,2,185644,0,Low
3586708822,CSB,Agriculture,T5,70,167188,1,Low
2123017426,APJ,Education,T2,7,15660.192,0,Low
931396200,NAMERICA,Government,T1,6864,2501101.938,0,Low
3561241978,EMEA,"Business, Engineering & Consumer Services",T2,5589,64177,1,Low
3363689488,CSB,"Business, Engineering & Consumer Services",T5,29,5046632,0,Low
3521016869,NAMERICA,Agriculture,T4,3,21808.271,1,Low
3529868913,EMEA,Agriculture,T3,5010,103162,0,Low
727387022,NAMERICA,Retail,T1,26500,730000,1,Low
2441270808,LA,Education,T5,240,30262,0,Low
3372825260,EMEA,Retail,T3,626,90143.99,1,Low
2459496963,APJ,"Business, Engineering & Consumer Services",T1,1004,3094732,0,Low
3375549540,APJ,"Business, Engineering & Consumer Services",T1,20,81000,0,Low
3405198220,Greater China,"Business, Engineering & Consumer Services",T1,100,209100,1,Low
1940270446,APJ,"Business, Engineering & Consumer Services",T3,1040,510343.57,0,Low
1702787864,EMEA,Education,T5,10,5264103,0,Low
2005516061,NAMERICA,"Telecom, Media & Entertainment",T5,103,101035.395,1,Low
2360015652,APJ,Manufacturing,T1,444,1000000,1,Low
2623381068,NAMERICA,Healthcare & Life Sciences,T1,29,15013,0,Low
3463898835,Greater China,Energy,T2,399,3641391,1,Low
2434064962,CSB,Energy,T5,1,154074,1,Low
727393208,NAMERICA,Energy,T1,2054,1130575.701,1,Low
931386447,NAMERICA,Education,T1,15000,12390600,0,Low
2036573744,Greater China,"Banking, Financial Services & Insurance",T1,40,64293,0,Low
2434641534,NAMERICA,Web & Tech,T1,42,4561900,1,Low
3003816894,APJ,Manufacturing,T3,1,703800,1,Low
2224811725,NAMERICA,Manufacturing,T1,250,84400,1,Low
3530660208,Greater China,Manufacturing,T1,1000,936836,0,Low
3581539400,CSB,Manufacturing,T5,4,11438,1,Low
2095046182,EMEA,Manufacturing,T3,715,581400.001,1,Low
3378587103,EMEA,Government,T2,500,1500000,0,Low
2443013576,LA,Retail,T3,1500,605400,1,Low
2510297629,NAMERICA,"Business, Engineering & Consumer Services",T2,1337,105978,1,Low
1705878541,EMEA,"Business, Engineering & Consumer Services",T3,1400,88050.039,1,Low
2123014565,APJ,"Business, Engineering & Consumer Services",T2,10,154428,1,Low
1702942632,EMEA,Web & Tech,T5,5282,118864,0,Low
3003027809,EMEA,Manufacturing,T1,842,44599,1,Low
2224792118,NAMERICA,"Banking, Financial Services & Insurance",T4,5,72270.76,0,Low
1703243586,EMEA,Government,T1,13000,15891343.53,1,Low
595713481,NAMERICA,Government,T1,99,365000,1,Low
2723746691,LA,"Telecom, Media & Entertainment",T1,8654,15500000,1,Low
2037205584,Greater China,Education,T1,5290,1740123.604,1,Low
3035448014,CSB,Energy,T5,11,21363.885,0,Low
3530294598,CSB,Retail,T5,5,4123065,1,Low
2186205629,Greater China,"Telecom, Media & Entertainment",T1,81468,3072242,1,Low
3418813012,APJ,Agriculture,T5,200,392080,1,Low
3528619764,EMEA,Agriculture,T3,9,128900,1,Low
3518072456,CSB,Agriculture,T5,48,10485,0,Low
595730621,NAMERICA,Government,T1,8520,1465761,1,Low
2224801605,NAMERICA,"Business, Engineering & Consumer Services",T5,65,80731.406,0,Low
3443665659,CSB,Agriculture,T5,68,2704387,1,Low
1702895909,EMEA,Retail,T1,19,864123.246,1,Low
3403073477,CSB,Manufacturing,T5,22,10048,1,Low
1702767513,EMEA,"Business, Engineering & Consumer Services",T1,104,148041,0,Low
1703294804,EMEA,"Telecom, Media & Entertainment",T1,12,184592,1,Low
3367216506,CSB,"Business, Engineering & Consumer Services",T5,5,8219730,1,Low
2224791068,CSB,Retail,T5,46,162282,1,Low
3482438387,NAMERICA,"Business, Engineering & Consumer Services",T1,1440,27238620.01,1,Low
1724003761,LA,Manufacturing,T1,650,10300000,0,Low
2122605604,APJ,Government,T1,2917,3220000,0,Low
2734192542,NAMERICA,Education,T3,45,15680.568,1,Low
1703064538,EMEA,Construction & Real Estate,T1,39,944400,0,Low
2926231784,APJ,"Business, Engineering & Consumer Services",T1,760,6051450.54,1,Low
3547853148,EMEA,Web & Tech,T5,5,6915411,0,Low
1703021940,EMEA,Manufacturing,T1,956,1388900,1,Low
1873006142,LA,"Business, Engineering & Consumer Services",T2,500,795000,0,Low
2122705039,APJ,Education,T1,16500,5106457,0,Low
2506172537,APJ,Government,T3,9,500000,1,Low
595712876,NAMERICA,Government,T4,457,151990,0,Low
3403941904,APJ,Web & Tech,T1,68,7685300,0,Low
2606587131,EMEA,"Business, Engineering & Consumer Services",T1,250,3145319,0,Low
1707212308,EMEA,"Business, Engineering & Consumer Services",T3,1,96714,0,Low
2670852580,Greater China,"Banking, Financial Services & Insurance",T1,1100,3126359,0,Low
597546557,NAMERICA,Manufacturing,T1,10536,8137300,0,Low
3346787076,EMEA,Agriculture,T1,31,969700,1,Low
1708538112,EMEA,Education,T1,19100,9163800,0,Low
725393316,NAMERICA,Healthcare & Life Sciences,T1,3500,4960800,0,Low
597545413,NAMERICA,Manufacturing,T1,13600,12940500,1,Low
2122661956,APJ,Government,T1,53,8971000,0,Low
2434076613,NAMERICA,Manufacturing,T5,74,96415.378,0,Low
2913358807,EMEA,Manufacturing,T5,8,174351,1,Low
2123019054,APJ,Retail,T5,100,2148002,1,Low
1703267319,EMEA,Transportation,T1,1081,754271.71,1,Low
2224811587,NAMERICA,Energy,T4,50,296900,0,Low
1703135558,CSB,"Banking, Financial Services & Insurance",T5,50,42856,0,Low
2434057456,NAMERICA,"Business, Engineering & Consumer Services",T3,30,350353,0,Low
931397515,NAMERICA,Manufacturing,T1,2225,2793793.197,0,Low
597545426,NAMERICA,Retail,T1,6000,11941090,1,Low
1703218385,EMEA,"Business, Engineering & Consumer Services",T1,10890,13002900,0,Low
3372437283,CSB,Web & Tech,T5,20,1072234,1,Low
1702835807,EMEA,"Business, Engineering & Consumer Services",T1,563,543846.132,0,Low
1703702852,EMEA,Healthcare & Life Sciences,T1,72,179837,0,Low
725400491,NAMERICA,Healthcare & Life Sciences,T1,2469,2481330,0,Low
2077132398,EMEA,Manufacturing,T1,700,299000,1,Low
1703866139,EMEA,Education,T3,27,67707.396,1,Low
1724013823,LA,Healthcare & Life Sciences,T1,2736,180317,1,Low
3510179591,CSB,Transportation,T5,5,1395322,0,Low
1703018293,EMEA,Manufacturing,T4,20,193986.941,0,Low
3584431777,CSB,Manufacturing,T5,9,121149,1,Low
3512389293,APJ,Government,T1,500,3400000,1,Low
3400007285,NAMERICA,Web & Tech,T1,17000,2370000,0,Low
1703217013,EMEA,Agriculture,T1,630,556788.232,0,Low
3370351134,CSB,"Business, Engineering & Consumer Services",T5,6593,287885,0,Low
3536711676,Greater China,Education,T1,150,20030,0,Low
3394105384,Greater China,Education,T1,500,30130,0,Low
2224685991,NAMERICA,Government,T4,165,152702,0,Low
2434652608,NAMERICA,Education,T5,32,36324.864,0,Low
2224809568,NAMERICA,Web & Tech,T1,10,1123484.052,1,Low
2037213563,Greater China,Education,T3,1280,114802,1,Low
3387552838,CSB,"Business, Engineering & Consumer Services",T5,7,152018,0,Low
3031291129,NAMERICA,"Business, Engineering & Consumer Services",T3,536,85898,1,Low
931396806,NAMERICA,Government,T1,1900,451700,1,Low
1702720167,EMEA,Manufacturing,T2,46000,600000,0,Low
2542176647,NAMERICA,Education,T5,9,75100,1,Low
2122629911,APJ,Agriculture,T1,7,1888439,1,Low
3525776905,CSB,Agriculture,T5,11,101369,0,Low
3027384789,EMEA,"Telecom, Media & Entertainment",T1,109720,5200000,1,Low
3583101936,LA,Agriculture,T5,150,4932878,1,Low
3371610959,LA,Education,T1,130,8540100,1,Low
597546923,NAMERICA,"Banking, Financial Services & Insurance",T1,4265,110588300,1,Low
595727883,NAMERICA,Education,T1,1266,3099582,1,Low
2447617352,EMEA,"Banking, Financial Services & Insurance",T1,26854,31500000,0,Low
3026254995,CSB,Retail,T5,86,45284,0,Low
1940269826,APJ,Web & Tech,T2,1397,3124850,1,Low
595709909,NAMERICA,Government,T1,2500,615798.9,1,Low
595681971,NAMERICA,Education,T1,10000,34131921.69,0,Low
3385224604,CSB,"Business, Engineering & Consumer Services",T5,29,362904,0,Low
3529004589,EMEA,"Telecom, Media & Entertainment",T3,21,22112.229,1,Low
2122603863,APJ,"Banking, Financial Services & Insurance",T1,5271,16800000,1,Low
2734307707,NAMERICA,Web & Tech,T2,1399,37561400,1,Low
2122607855,APJ,"Banking, Financial Services & Insurance",T1,13676,9387400,0,Low
3400141218,APJ,"Banking, Financial Services & Insurance",T1,8202,51293.098,0,Low
2005511949,NAMERICA,"Business, Engineering & Consumer Services",T3,430,625433,0,Low
595661584,NAMERICA,Education,T4,110,275341.487,0,Low
1707331434,EMEA,Web & Tech,T1,4121,171665,0,Low
2345314301,CSB,Education,T5,1,696766,1,Low
1724015725,LA,Agriculture,T5,34,63637,0,Low
595732469,NAMERICA,Education,T1,4854,9171400,0,Low
3326073952,NAMERICA,Manufacturing,T5,120,21139,1,Low
931383783,NAMERICA,Education,T1,1000,3438900,0,Low
2122627363,APJ,Manufacturing,T1,104400,3144600,0,Low
3534308484,APJ,Manufacturing,T1,50,132061.495,1,Low
595723105,NAMERICA,Education,T1,12103,12942900,0,Low
2382024608,EMEA,"Telecom, Media & Entertainment",T1,21550,51955000,1,Low
727394132,NAMERICA,"Business, Engineering & Consumer Services",T1,2,260699,0,Low
3540636145,NAMERICA,Agriculture,T3,1,43813,1,Low
1940281478,APJ,Manufacturing,T1,341,94428,0,Low
1702912283,EMEA,"Banking, Financial Services & Insurance",T1,5239,3392156,0,Low
2722612824,NAMERICA,Energy,T3,400,291793.979,0,Low
2057642707,Greater China,"Business, Engineering & Consumer Services",T2,500,252754,0,Low
1939183496,APJ,Manufacturing,T1,257533,75100000,1,Low
2122986989,APJ,Education,T1,7292,1749335.961,1,Low
632954455,NAMERICA,Government,T4,189,192640.759,0,Low
2122608599,APJ,Government,T3,78,81932.736,1,Low
2467602552,CSB,"Business, Engineering & Consumer Services",T5,3,11939,1,Low
2614666082,CSB,Manufacturing,T5,10,3046816,0,Low
2122603570,APJ,Manufacturing,T3,96,190100,0,Low
3315555047,EMEA,Manufacturing,T3,201,50200,0,Low
2434072402,CSB,Energy,T5,52,185134,1,Low
2123017605,APJ,Agriculture,T3,800,103900,0,Low
597546028,NAMERICA,Web & Tech,T1,5691,8018831,1,Low
595661242,NAMERICA,Education,T4,18,181500,1,Low
2702858427,LA,"Business, Engineering & Consumer Services",T3,10,302100,1,Low
3411234568,CSB,Retail,T5,59,85092,0,Low
595732881,NAMERICA,Government,T3,335,595206.97,0,Low
2986327887,LA,Retail,T5,110,50937.18,0,Low
3467976956,APJ,"Banking, Financial Services & Insurance",T5,15,36938,0,Low
595683563,NAMERICA,Education,T2,2092,1100000.01,0,Low
1702655684,EMEA,Manufacturing,T3,375,137800,1,Low
1702986249,EMEA,"Telecom, Media & Entertainment",T1,7079,5991959,1,Low
3493018003,EMEA,Agriculture,T5,460,47689.062,1,Low
3367237418,EMEA,Agriculture,T5,4714,7829170,1,Low
1939179593,APJ,Government,T1,1,196385.41,1,Low
3418090796,CSB,Manufacturing,T5,10,169865,0,Low
725394635,NAMERICA,Healthcare & Life Sciences,T1,2000,3188720.615,1,Low
1702823283,EMEA,"Business, Engineering & Consumer Services",T1,47162,6345300,1,Low
2434070370,NAMERICA,Retail,T5,5,126404.726,1,Low
2784010990,LA,Manufacturing,T5,50,8744985,0,Low
3320917028,EMEA,Healthcare & Life Sciences,T1,3000,1122700,1,Low
1939142585,APJ,"Business, Engineering & Consumer Services",T1,1846,645500,1,Low
2440974584,CSB,"Business, Engineering & Consumer Services",T5,2,3953862,0,Low
2224789286,NAMERICA,Education,T4,120,210877.128,0,Low
3585478683,CSB,"Business, Engineering & Consumer Services",T5,20,179610,0,Low
3404668686,LA,Agriculture,T5,16,30600,0,Low
3483484294,EMEA,Manufacturing,T5,166,11767,1,Low
3399940630,EMEA,"Telecom, Media & Entertainment",T3,7,408863.196,1,Low
3583686267,EMEA,Agriculture,T5,7079,193719,0,Low
595685642,NAMERICA,Education,T1,304,1249046.714,0,Low
1702659842,EMEA,Retail,T3,152,85195.01,0,Low
2382007303,EMEA,"Business, Engineering & Consumer Services",T1,13,24210700,0,Low
2036947570,Greater China,Healthcare & Life Sciences,T2,250,381142,1,Low
3154718793,Greater China,Manufacturing,T1,44,327264,0,Low
3209405805,CSB,Healthcare & Life Sciences,T5,10,129860,0,Low
595727153,NAMERICA,Government,T3,528,385602,0,Low
2005508000,NAMERICA,Retail,T3,396,435725.248,0,Low
2473190492,APJ,Government,T2,2000,491200,0,Low
2464838627,CSB,Construction & Real Estate,T5,6,5623790,1,Low
3578695925,CSB,Education,T5,8,171337,1,Low
3443644526,CSB,Agriculture,T5,9,10121,1,Low
3573995616,APJ,"Business, Engineering & Consumer Services",T5,10,5802392,1,Low
1047113239,NAMERICA,Education,T1,600,119238.397,0,Low
2434931670,NAMERICA,Manufacturing,T5,48,42435.243,0,Low
595710704,NAMERICA,Government,T1,315,865475.014,0,Low
3585376826,EMEA,Agriculture,T5,6256,116815,1,Low
2122604116,APJ,Construction & Real Estate,T5,514,19427.24,0,Low
595710799,NAMERICA,Government,T3,600,301477,0,Low
3506034352,EMEA,Agriculture,T5,18,88745,1,Low
3458386725,CSB,"Business, Engineering & Consumer Services",T5,10,5775211,0,Low
3396346937,APJ,"Banking, Financial Services & Insurance",T3,39000,94700,0,Low
3378666130,NAMERICA,"Business, Engineering & Consumer Services",T2,1,2616649,0,Low
595668796,NAMERICA,Education,T4,140,89000,0,Low
2003434071,NAMERICA,Manufacturing,T4,450,157303.321,1,Low
2122675513,APJ,Government,T1,850,868632,1,Low
2964373797,NAMERICA,Construction & Real Estate,T1,2000,69630,1,Low
2703346028,EMEA,Education,T3,110,427460.732,1,Low
3357891077,CSB,"Business, Engineering & Consumer Services",T5,70,11942,0,Low
2037197266,Greater China,"Banking, Financial Services & Insurance",T1,3079,8224813,1,Low
2122999671,APJ,Manufacturing,T2,300,200000,1,Low
1939163280,APJ,Web & Tech,T1,845,47683.436,0,Low
1703193088,EMEA,"Banking, Financial Services & Insurance",T3,274,523802.32,0,Low
2434516143,NAMERICA,"Business, Engineering & Consumer Services",T5,29,57730.365,1,Low
595718847,NAMERICA,Government,T3,1500,812065,0,Low
3585691008,CSB,"Business, Engineering & Consumer Services",T5,7,41910,1,Low
595732285,NAMERICA,Education,T1,154900,539300,1,Low
3075501215,NAMERICA,"Banking, Financial Services & Insurance",T3,290,215147.052,1,Low
1705082914,EMEA,Retail,T2,273,48674,0,Low
597547129,NAMERICA,Retail,T1,200,22845261.68,1,Low
2828060721,NAMERICA,"Telecom, Media & Entertainment",T4,60,204905.999,1,Low
2434518062,NAMERICA,"Banking, Financial Services & Insurance",T5,6,78849.741,1,Low
3586400696,EMEA,Retail,T5,4,104765,0,Low
3475233454,EMEA,Agriculture,T3,4760,24934.481,1,Low
2128604085,EMEA,Government,T3,5638,70000,0,Low
3441694888,EMEA,Healthcare & Life Sciences,T3,54,39839.226,0,Low
2002272724,EMEA,Retail,T1,507,2300000,0,Low
3166059411,Greater China,Manufacturing,T1,50,2278658,1,Low
2542164053,NAMERICA,Government,T5,7,23099.999,0,Low
2441929268,NAMERICA,"Business, Engineering & Consumer Services",T3,5,134112.333,0,Low
2037226038,Greater China,Web & Tech,T1,400,177030,0,Low
3204139815,APJ,"Banking, Financial Services & Insurance",T3,133,103100,0,Low
2493862227,EMEA,"Business, Engineering & Consumer Services",T1,6460,136772,0,Low
3513961571,CSB,Agriculture,T5,280,61001,1,Low
3330101586,LA,"Banking, Financial Services & Insurance",T1,5000,1746400,1,Low
2003442855,NAMERICA,"Business, Engineering & Consumer Services",T1,54,572101.071,0,Low
3562684658,CSB,Agriculture,T5,80,64861,0,Low
3508660817,CSB,"Business, Engineering & Consumer Services",T5,3,1305527,1,Low
3584418940,NAMERICA,Manufacturing,T5,30,150538,0,Low
2998007787,EMEA,"Business, Engineering & Consumer Services",T3,113,117894.234,0,Low
3583031636,NAMERICA,Manufacturing,T5,295,109092,1,Low
2440854704,CSB,Construction & Real Estate,T5,80,15663,1,Low
2434530465,NAMERICA,Manufacturing,T4,150,179867,0,Low
2122669807,APJ,Government,T1,1000,5671446,1,Low
2573852174,EMEA,Healthcare & Life Sciences,T1,7720,2717500,0,Low
1702789522,EMEA,Education,T1,1000,2000000,0,Low
727384113,NAMERICA,"Banking, Financial Services & Insurance",T1,1874,39719,1,Low
3362540410,CSB,"Business, Engineering & Consumer Services",T5,5,3507205,1,Low
2097990077,EMEA,Manufacturing,T3,2007,35894,1,Low
2122994473,APJ,Education,T1,50,957700,1,Low
1702824444,EMEA,Transportation,T1,283,2500000,0,Low
1702767786,EMEA,Web & Tech,T3,220,90903.25,0,Low
3582895746,CSB,Agriculture,T5,8667,92369,1,Low
3368745432,CSB,"Business, Engineering & Consumer Services",T5,5,38004,1,Low
3585265569,CSB,Retail,T5,23,71695,0,Low
3427916139,Greater China,"Banking, Financial Services & Insurance",T3,101,13948.571,1,Low
2445444318,NAMERICA,Retail,T3,275,287314.352,0,Low
2345216311,EMEA,Energy,T2,113,2540000,0,Low
2036960797,Greater China,Manufacturing,T1,3500,95698.42,1,Low
3366224322,APJ,"Business, Engineering & Consumer Services",T2,3996,290100,0,Low
931396052,NAMERICA,"Business, Engineering & Consumer Services",T1,1379,1067771.094,1,Low
3585766639,EMEA,"Telecom, Media & Entertainment",T5,54,191628,0,Low
3375650048,APJ,Education,T5,5,50366.548,0,Low
2122607415,APJ,Education,T2,4579,100000,0,Low
3510972350,CSB,Retail,T5,66,12783,1,Low
2224691456,NAMERICA,Manufacturing,T4,80,258250,1,Low
2005509587,NAMERICA,Manufacturing,T2,1200,186500.41,0,Low
3533603095,CSB,Manufacturing,T5,8,8405308,0,Low
3343396883,Greater China,Manufacturing,T1,5001,1101829,1,Low
2037146024,Greater China,Energy,T1,10000,184867,0,Low
2099496623,Greater China,"Business, Engineering & Consumer Services",T2,1000,63155,1,Low
595726510,NAMERICA,Government,T5,111,55632.975,1,Low
3538570859,EMEA,Manufacturing,T5,7850,37857.678,1,Low
2224748171,NAMERICA,"Banking, Financial Services & Insurance",T5,24,33321.758,0,Low
1689800662,NAMERICA,Education,T1,2,1451952.481,0,Low
3465741656,Greater China,Web & Tech,T5,5000,2293692,1,Low
595685652,NAMERICA,Education,T1,240,1475000,1,Low
2037159116,Greater China,Web & Tech,T1,2312,6959911,1,Low
2723399708,NAMERICA,Retail,T3,3,100059.491,1,Low
3585716462,EMEA,"Business, Engineering & Consumer Services",T5,2,178998,1,Low
3584269345,CSB,Agriculture,T5,1,44665,1,Low
2036573111,Greater China,Retail,T3,170,65227.71,0,Low
3584641192,CSB,"Business, Engineering & Consumer Services",T5,18,114166,0,Low
2434074339,NAMERICA,"Business, Engineering & Consumer Services",T4,500,207730.821,1,Low
2521849423,APJ,Retail,T1,200,448013,0,Low
595713240,NAMERICA,Government,T5,50,47150.517,0,Low
2224805394,NAMERICA,"Telecom, Media & Entertainment",T5,65,57351.999,1,Low
1703533876,EMEA,"Banking, Financial Services & Insurance",T4,769,219100,1,Low
3034731998,NAMERICA,Healthcare & Life Sciences,T5,2,15218,1,Low
2122998477,APJ,Transportation,T3,25194,10053100,0,Low
3583602404,CSB,"Banking, Financial Services & Insurance",T5,6,55184,0,Low
3572297581,NAMERICA,Manufacturing,T1,406,161832,0,Low
3379119344,EMEA,Retail,T3,703,90643.938,1,Low
3430413466,CSB,"Telecom, Media & Entertainment",T5,25,14709.832,0,Low
2087524489,CSB,"Business, Engineering & Consumer Services",T5,5,8745430,1,Low
3358997055,CSB,"Business, Engineering & Consumer Services",T5,1,7110759,0,Low
3349810255,Greater China,"Banking, Financial Services & Insurance",T1,500,541937.454,1,Low
3584829268,CSB,Web & Tech,T5,1,165810,1,Low
2723431203,NAMERICA,Web & Tech,T1,10,907925.081,1,Low
1721129391,NAMERICA,"Business, Engineering & Consumer Services",T1,1,1508995.195,0,Low
3509002437,APJ,Healthcare & Life Sciences,T1,50,19966,1,Low
3328192058,APJ,Manufacturing,T1,153492,188988,0,Low
931385637,NAMERICA,Manufacturing,T3,1200,112326.195,1,Low
2618306301,EMEA,Education,T1,4900,6041600,0,Low
1926572708,EMEA,"Business, Engineering & Consumer Services",T1,6455,14837200,0,Low
2122681696,APJ,Education,T1,1100,1247156,0,Low
3585724638,CSB,Healthcare & Life Sciences,T5,4,107936,0,Low
3457438456,APJ,Agriculture,T5,350,2622112,0,Low
3563384831,EMEA,"Banking, Financial Services & Insurance",T2,23842,48878193.57,0,Low
3408414759,Greater China,Web & Tech,T1,125,8328826,1,Low
3529640842,EMEA,Retail,T5,1431,133404.374,1,Low
1939141856,APJ,Web & Tech,T1,776,882986,1,Low
1707423183,EMEA,"Banking, Financial Services & Insurance",T2,2500,1590000,1,Low
3380370128,EMEA,"Business, Engineering & Consumer Services",T3,13,150791.07,1,Low
2659709967,NAMERICA,"Telecom, Media & Entertainment",T3,10,1707451,0,Low
2317441501,NAMERICA,Manufacturing,T5,100,108260,1,Low
2122986017,APJ,"Banking, Financial Services & Insurance",T1,4239,2828600,0,Low
1913603307,LA,Retail,T1,1500,1631700,0,Low
1702786481,EMEA,Manufacturing,T1,530,425000,0,Low
3492274625,CSB,"Business, Engineering & Consumer Services",T5,26,16022.548,1,Low
2360283307,APJ,Manufacturing,T5,50,8556702,1,Low
2435055044,NAMERICA,Web & Tech,T1,75,2936478.808,0,Low
595733283,NAMERICA,Government,T4,238,183798.877,1,Low
3534631184,Greater China,Web & Tech,T5,200,2402567,0,Low
1992740524,EMEA,Government,T1,3872,91541,1,Low
3523000148,CSB,Agriculture,T5,20,8116126,1,Low
1910337273,EMEA,Healthcare & Life Sciences,T1,80,2753091,0,Low
3498075048,NAMERICA,Agriculture,T2,20,3982000,0,Low
2440968389,CSB,Manufacturing,T5,18,2642395,1,Low
2005501186,NAMERICA,Manufacturing,T1,750,602717,1,Low
2574614628,EMEA,Manufacturing,T2,270,384000,1,Low
2037187508,Greater China,Education,T2,7260,122982,0,Low
2122989265,APJ,Education,T1,1000,2205000,0,Low
3585529202,CSB,Education,T5,1450,58448,1,Low
2037170409,Greater China,Education,T1,13000,9118628.173,1,Low
2224747419,NAMERICA,Manufacturing,T4,105,143601,0,Low
595671116,NAMERICA,Education,T2,2,145000,1,Low
