acct_id,RPTG_SLS_MGMT_LVL_1,DELL_INDUSTRY_TAXONOMY_L1,ORG_USER_DEFINED_VALUE_113,emp_size,buy_power,decision_maker,category
2060,Greater China,"Business, Engineering & Consumer Services",T1,2500,68853,0,Low
2061,NAMERICA,Government,T1,1,1196182.432,0,Low
2062,NAMERICA,Manufacturing,T2,77,17991.47,1,Low
2063,APJ,Manufacturing,T1,1326,650000,0,Low
2064,APJ,Manufacturing,T1,8745,4794555.036,1,Low
2065,APJ,"Banking, Financial Services & Insurance",T2,500,13900,0,Low
2066,CSB,Web & Tech,T5,38,5219653,1,Low
2067,NAMERICA,Education,T1,2500,4010400,1,Low
2068,CSB,"Business, Engineering & Consumer Services",T5,6,37114,1,Low
2069,APJ,Manufacturing,T3,50,67244.011,0,Low
2070,APJ,"Banking, Financial Services & Insurance",T1,6521,19458535,1,Low
2071,NAMERICA,"Business, Engineering & Consumer Services",T5,42,95940.65,1,Low
2072,NAMERICA,Web & Tech,T5,2,105834.36,0,Low
2073,EMEA,Agriculture,T5,4590,144762,0,Low
2074,NAMERICA,Manufacturing,T1,51454,14753659.29,1,Low
2075,CSB,"Business, Engineering & Consumer Services",T5,120,8058021,0,Low
2076,Greater China,Web & Tech,T1,1000,85855,1,Low
2077,APJ,Retail,T3,58,23300,1,Low
2078,Greater China,Education,T1,260,21699,1,Low
2079,CSB,Agriculture,T5,1,138386,1,Low
2080,EMEA,Energy,T3,8297,110551,1,Low
2081,NAMERICA,Transportation,T2,30283,11010000,0,Low
2082,EMEA,Retail,T5,3126,97109,1,Low
2083,Greater China,Education,T5,60,12154,0,Low
2084,NAMERICA,"Business, Engineering & Consumer Services",T3,64,172871.905,1,Low
2085,APJ,Agriculture,T5,35,5022118,1,Low
2086,Greater China,"Banking, Financial Services & Insurance",T1,5435,3419107,0,Low
2087,NAMERICA,Transportation,T4,30,123622,0,Low
2088,Greater China,Web & Tech,T5,118,1202712.683,1,Low
2089,APJ,Retail,T3,1140,28982.293,1,Low
2090,EMEA,Construction & Real Estate,T5,95,120000,1,Low
2091,NAMERICA,Retail,T4,125,263253,1,Low
2092,EMEA,Manufacturing,T1,252,550000,0,Low
2093,EMEA,Manufacturing,T4,2,320194.577,1,Low
2094,NAMERICA,Government,T1,14,5086162.39,0,Low
2095,NAMERICA,Education,T5,100,20000,0,Low
2096,CSB,Agriculture,T5,99,5329483,1,Low
2097,APJ,Web & Tech,T1,18,295000,0,Low
2098,EMEA,"Business, Engineering & Consumer Services",T2,2,541300,0,Low
2099,EMEA,Healthcare & Life Sciences,T1,99,1553980.386,0,Low
2100,NAMERICA,Agriculture,T2,10,12033.978,1,Low
2101,CSB,Agriculture,T5,10,197212,1,Low
2102,Greater China,Retail,T1,12,57729,0,Low
2103,CSB,Manufacturing,T5,2,78736,1,Low
2104,NAMERICA,Manufacturing,T1,11915,3223069.299,0,Low
2105,NAMERICA,Healthcare & Life Sciences,T5,3,10249.538,0,Low
2106,APJ,"Business, Engineering & Consumer Services",T3,170,169000,0,Low
2107,CSB,"Business, Engineering & Consumer Services",T5,36,4771404,1,Low
2108,EMEA,"Business, Engineering & Consumer Services",T5,67,20074.309,0,Low
2109,CSB,Agriculture,T5,200,6566665,1,Low
2110,Greater China,Manufacturing,T1,1000,1053700,0,Low
2111,CSB,"Banking, Financial Services & Insurance",T5,70,3145286,0,Low
2112,APJ,"Business, Engineering & Consumer Services",T2,3760,1100000,0,Low
2113,APJ,"Banking, Financial Services & Insurance",T1,4000,1011700.204,0,Low
2114,CSB,Agriculture,T5,30,135895,0,Low
2115,APJ,Healthcare & Life Sciences,T3,100,774015,1,Low
2116,NAMERICA,Retail,T5,21,26600,0,Low
2117,CSB,"Business, Engineering & Consumer Services",T5,2,192849,0,Low
2118,APJ,"Telecom, Media & Entertainment",T5,9963,89324,0,Low
2119,APJ,Web & Tech,T5,1,129417,0,Low
2120,NAMERICA,"Banking, Financial Services & Insurance",T5,13,1106874,0,Low
2121,NAMERICA,Government,T1,250,408353.514,0,Low
2122,EMEA,Manufacturing,T3,985,381369.7,0,Low
2123,CSB,Manufacturing,T5,24,2482542,1,Low
2124,NAMERICA,Manufacturing,T5,45,97907,1,Low
2125,EMEA,Energy,T5,9260,334443,0,Low
2126,CSB,"Business, Engineering & Consumer Services",T5,20,7339770,0,Low
2127,EMEA,"Business, Engineering & Consumer Services",T1,1200,1588100,0,Low
2128,NAMERICA,"Telecom, Media & Entertainment",T4,42,197016,1,Low
2129,LA,Healthcare & Life Sciences,T5,358,108466.159,1,Low
2130,NAMERICA,Education,T1,582,815600,0,Low
2131,APJ,Construction & Real Estate,T3,288,90051.952,0,Low
2132,EMEA,Construction & Real Estate,T1,27,981200,0,Low
2133,CSB,Agriculture,T5,1,82529,0,Low
2134,Greater China,Retail,T1,300,78189,1,Low
2135,EMEA,Agriculture,T1,12,4682908.96,1,Low
2136,CSB,Healthcare & Life Sciences,T5,80,138312,1,Low
2137,LA,Web & Tech,T1,10,2920900,0,Low
2138,NAMERICA,"Business, Engineering & Consumer Services",T5,50,41731,0,Low
2139,APJ,"Telecom, Media & Entertainment",T1,1200,169674,1,Low
2140,NAMERICA,Web & Tech,T5,13,119741,0,Low
2141,APJ,Government,T1,4380,2300000,0,Low
2142,NAMERICA,Government,T5,84,29950.001,1,Low
2143,CSB,Agriculture,T5,15,116793,0,Low
2144,NAMERICA,Healthcare & Life Sciences,T1,9992,10830124.68,1,Low
2145,NAMERICA,Manufacturing,T5,73,51167.826,1,Low
2146,APJ,"Business, Engineering & Consumer Services",T5,2199,168125,1,Low
2147,CSB,Agriculture,T5,50,2426921,1,Low
2148,NAMERICA,Retail,T2,37798,20589066.14,1,Low
2149,Greater China,Manufacturing,T5,299,1156330,1,Low
2150,Greater China,Web & Tech,T1,101,132355,1,Low
2151,NAMERICA,Web & Tech,T1,691,1299300,1,Low
2152,NAMERICA,Healthcare & Life Sciences,T4,21,166041,0,Low
2153,LA,Web & Tech,T1,500,1185598,0,Low
2154,CSB,Agriculture,T5,10,52609,1,Low
2155,CSB,Retail,T5,22,81502,1,Low
2156,EMEA,"Telecom, Media & Entertainment",T2,62809,3225700,1,Low
2157,EMEA,Transportation,T1,180,95481,1,Low
2158,NAMERICA,Transportation,T1,32000,3650000,1,Low
2159,EMEA,"Business, Engineering & Consumer Services",T1,5033,140060,1,Low
2160,NAMERICA,Energy,T3,2,836872,1,Low
2161,EMEA,"Business, Engineering & Consumer Services",T3,1,185276.86,1,Low
2162,CSB,Retail,T5,17,155712,0,Low
2163,CSB,Agriculture,T5,44,53067,0,Low
2164,NAMERICA,Government,T1,2,172502,1,Low
2165,EMEA,"Banking, Financial Services & Insurance",T3,200,180000,0,Low
2166,CSB,Manufacturing,T5,5,181322,0,Low
2167,Greater China,Construction & Real Estate,T1,250,1130000,1,Low
2168,EMEA,"Business, Engineering & Consumer Services",T1,1785,28496,0,Low
2169,CSB,Agriculture,T5,15,142728,1,Low
2170,CSB,"Business, Engineering & Consumer Services",T5,17,16858.867,0,Low
2171,CSB,Web & Tech,T5,37,11852,1,Low
2172,CSB,Web & Tech,T5,82,32222,0,Low
2173,CSB,Web & Tech,T5,9,3701568,1,Low
2174,NAMERICA,Government,T5,403,114035,1,Low
2175,LA,Healthcare & Life Sciences,T2,63762,4744047.81,1,Low
2176,EMEA,"Business, Engineering & Consumer Services",T1,1000,111040,0,Low
2177,CSB,Agriculture,T5,1,192566,0,Low
2178,EMEA,"Banking, Financial Services & Insurance",T1,459,2242500,0,Low
2179,CSB,Retail,T5,60,4968899,0,Low
2180,EMEA,Manufacturing,T1,875,434900,0,Low
2181,APJ,"Business, Engineering & Consumer Services",T5,3,141342,0,Low
2182,NAMERICA,Education,T1,208506,6817100,1,Low
2183,LA,Manufacturing,T3,350,24509.644,1,Low
2184,LA,Agriculture,T2,90,1120000,0,Low
2185,CSB,Agriculture,T5,1,149535,0,Low
2186,CSB,"Business, Engineering & Consumer Services",T5,134,2502944,0,Low
2187,NAMERICA,"Banking, Financial Services & Insurance",T3,325,355601,0,Low
2188,CSB,Retail,T5,85,12199.206,1,Low
2189,Greater China,Web & Tech,T1,100,62570,0,Low
2190,EMEA,Agriculture,T2,500,269928,0,Low
2191,CSB,Web & Tech,T5,4,67189,1,Low
2192,APJ,Healthcare & Life Sciences,T5,30,166833,0,Low
2193,APJ,"Banking, Financial Services & Insurance",T1,3844,2300000,1,Low
2194,APJ,Manufacturing,T4,3000,18596,1,Low
2195,APJ,Retail,T3,45,7830682,1,Low
2196,EMEA,"Business, Engineering & Consumer Services",T1,10,131397,1,Low
2197,CSB,"Business, Engineering & Consumer Services",T5,4,4577766,1,Low
2198,EMEA,Agriculture,T3,5365,5022596,0,Low
2199,NAMERICA,Web & Tech,T2,3494,7602900,1,Low
2200,CSB,Agriculture,T5,14,192479,1,Low
2201,NAMERICA,"Business, Engineering & Consumer Services",T4,100,105780.56,0,Low
2202,NAMERICA,Education,T5,10,35964.509,0,Low
2203,APJ,Manufacturing,T3,250,17035.269,0,Low
2204,Greater China,Web & Tech,T1,5414,3441978.29,0,Low
2205,APJ,"Banking, Financial Services & Insurance",T3,160,336158,1,Low
2206,EMEA,"Business, Engineering & Consumer Services",T3,4,65345.124,0,Low
2207,NAMERICA,Education,T5,15,30478,0,Low
2208,NAMERICA,Retail,T1,1695,100798,0,Low
2209,NAMERICA,"Business, Engineering & Consumer Services",T2,185,136500,0,Low
2210,NAMERICA,Energy,T4,101,132598,1,Low
2211,NAMERICA,Manufacturing,T5,135,68003.948,0,Low
2212,CSB,Retail,T5,4,150520,0,Low
2213,EMEA,Government,T3,1,95921,1,Low
2214,NAMERICA,Web & Tech,T1,7,687817.243,1,Low
2215,Greater China,Manufacturing,T1,500,837630,0,Low
2216,CSB,Transportation,T5,59,6492482,1,Low
2217,APJ,Education,T1,148,117653.604,0,Low
2218,NAMERICA,Government,T1,6,8390000,0,Low
2219,NAMERICA,Transportation,T5,546,136651,1,Low
2220,NAMERICA,Healthcare & Life Sciences,T5,1,135179,0,Low
2221,NAMERICA,Agriculture,T5,6,17349.262,1,Low
2222,APJ,Web & Tech,T3,100,399375.172,0,Low
2223,NAMERICA,Healthcare & Life Sciences,T3,400,463687.001,0,Low
2224,Greater China,"Banking, Financial Services & Insurance",T2,1900,533513,0,Low
2225,LA,"Business, Engineering & Consumer Services",T3,810,103386.59,1,Low
2226,NAMERICA,Government,T1,2,49279,1,Low
2227,EMEA,Retail,T5,1,3316009,0,Low
2228,EMEA,Government,T1,1900,80351,0,Low
2229,EMEA,Agriculture,T1,3000,14470807,1,Low
2230,EMEA,Retail,T5,2,85093,0,Low
2231,LA,"Business, Engineering & Consumer Services",T5,600,5937179,0,Low
2232,EMEA,Manufacturing,T1,566,537368.14,1,Low
2233,Greater China,Manufacturing,T1,200,33493,1,Low
2234,NAMERICA,Agriculture,T3,50,690444.29,0,Low
2235,Greater China,Web & Tech,T1,101,106188,0,Low
2236,EMEA,Healthcare & Life Sciences,T2,134,332342.972,1,Low
2237,EMEA,"Banking, Financial Services & Insurance",T2,500,530900,1,Low
2238,Greater China,Manufacturing,T1,100,7769677,0,Low
2239,LA,Manufacturing,T1,3268,12000000,0,Low
2240,NAMERICA,Healthcare & Life Sciences,T2,53,540000,1,Low
2241,NAMERICA,"Business, Engineering & Consumer Services",T5,60,100424.3,0,Low
2242,CSB,Agriculture,T5,5737,22888,1,Low
2243,NAMERICA,"Business, Engineering & Consumer Services",T5,23,22561.301,1,Low
2244,Greater China,Retail,T1,300,1585856,0,Low
2245,NAMERICA,Government,T2,831,480600,0,Low
2246,LA,Manufacturing,T1,7464,182442,1,Low
2247,EMEA,Agriculture,T5,79,907824,1,Low
2248,EMEA,"Business, Engineering & Consumer Services",T5,4705,2779177,0,Low
2249,EMEA,Retail,T3,151,59048,1,Low
2250,Greater China,Manufacturing,T5,501,53486,0,Low
2251,CSB,"Business, Engineering & Consumer Services",T5,15,151091,1,Low
2252,NAMERICA,"Banking, Financial Services & Insurance",T4,8,239200,1,Low
2253,CSB,"Banking, Financial Services & Insurance",T3,35,6683116,0,Low
2254,CSB,"Business, Engineering & Consumer Services",T5,8,63363,1,Low
2255,CSB,Retail,T5,5,39626,0,Low
2256,CSB,Agriculture,T5,20,113866,1,Low
2257,EMEA,"Business, Engineering & Consumer Services",T1,7215,18013,1,Low
2258,EMEA,Energy,T2,1151,144303,1,Low
2259,NAMERICA,Government,T1,17612,992283.99,0,Low
2260,NAMERICA,"Business, Engineering & Consumer Services",T3,1,117758.913,0,Low
2261,CSB,Retail,T5,9,86885,1,Low
2262,CSB,"Business, Engineering & Consumer Services",T5,10,45894,0,Low
2263,NAMERICA,Education,T2,220,481739.68,1,Low
2264,CSB,Agriculture,T5,1592,91672,1,Low
2265,EMEA,Agriculture,T5,25,181718,1,Low
2266,NAMERICA,Retail,T5,17,84700,1,Low
2267,APJ,Web & Tech,T3,10,280841,0,Low
2268,CSB,"Business, Engineering & Consumer Services",T5,10,57120,1,Low
2269,CSB,Agriculture,T5,44,179952,1,Low
2270,EMEA,"Banking, Financial Services & Insurance",T1,4115,3400000,0,Low
2271,EMEA,Healthcare & Life Sciences,T1,3417,1694743.477,1,Low
2272,EMEA,"Banking, Financial Services & Insurance",T2,1200,1099980.466,0,Low
2273,Greater China,Manufacturing,T3,11,5734275,1,Low
2274,APJ,"Telecom, Media & Entertainment",T3,301,80473.3,1,Low
2275,CSB,Energy,T5,90,181252,0,Low
2276,EMEA,Construction & Real Estate,T5,31,18676,1,Low
2277,EMEA,"Banking, Financial Services & Insurance",T3,200,637100,0,Low
2278,EMEA,"Business, Engineering & Consumer Services",T1,150,139393,1,Low
2279,EMEA,Manufacturing,T2,2438,1040000,0,Low
2280,CSB,"Banking, Financial Services & Insurance",T5,25,55345.773,0,Low
2281,APJ,Government,T1,90000,53218,1,Low
2282,NAMERICA,Retail,T5,140,125694.86,0,Low
2283,NAMERICA,Healthcare & Life Sciences,T5,19,52146,1,Low
2284,CSB,"Business, Engineering & Consumer Services",T5,14,6446170,1,Low
2285,NAMERICA,Education,T2,2650,1745899.99,1,Low
2286,CSB,Manufacturing,T3,98,11128.767,1,Low
2287,NAMERICA,Energy,T1,9598,11128959.25,0,Low
2288,Greater China,Healthcare & Life Sciences,T1,2600,173980,0,Low
2289,NAMERICA,"Business, Engineering & Consumer Services",T1,2327,3854000,0,Low
2290,Greater China,Retail,T1,6845,494762019.3,1,Low
2291,Greater China,Manufacturing,T1,1500,117339,0,Low
2292,Greater China,Manufacturing,T1,10000,214600,0,Low
2293,EMEA,"Telecom, Media & Entertainment",T5,5,4070952,0,Low
2294,NAMERICA,Agriculture,T2,6,15625.116,1,Low
2295,NAMERICA,Healthcare & Life Sciences,T1,7000,1541901.42,1,Low
2296,EMEA,Healthcare & Life Sciences,T3,1681,4934320,0,Low
2297,NAMERICA,Education,T4,595,220701,0,Low
2298,EMEA,Energy,T1,39000,1348460.473,1,Low
2299,EMEA,Agriculture,T3,1352,56950.637,1,Low
2300,NAMERICA,Construction & Real Estate,T3,1600,1448634.908,1,Low
2301,LA,Education,T3,500,216004.9,1,Low
2302,APJ,Government,T1,6715,2100000,0,Low
2303,EMEA,Healthcare & Life Sciences,T5,160,152379.455,1,Low
2304,APJ,Manufacturing,T1,434,533000,0,Low
2305,NAMERICA,Construction & Real Estate,T5,450,110098.882,1,Low
2306,EMEA,Government,T1,211,494222,1,Low
2307,CSB,Manufacturing,T5,550,123866,0,Low
2308,APJ,Agriculture,T1,1585,1000000,1,Low
2309,Greater China,"Business, Engineering & Consumer Services",T1,1400,827748,1,Low
2310,NAMERICA,"Business, Engineering & Consumer Services",T1,1088,1453100,0,Low
2311,EMEA,Education,T1,2710,1024773.666,0,Low
2312,EMEA,Retail,T1,1,1240100,1,Low
2313,EMEA,"Banking, Financial Services & Insurance",T3,99,416720.562,0,Low
2314,APJ,Web & Tech,T3,61,1000001,0,Low
2315,NAMERICA,Manufacturing,T5,175,163100,1,Low
2316,EMEA,Education,T1,363,895836.383,0,Low
2317,NAMERICA,Manufacturing,T1,1000,604299.999,0,Low
2318,NAMERICA,Education,T2,500,27096.069,0,Low
2319,NAMERICA,"Business, Engineering & Consumer Services",T4,328,192135,1,Low
2320,EMEA,Agriculture,T3,2,95027.977,1,Low
2321,CSB,Agriculture,T5,65,156532,0,Low
2322,EMEA,Education,T5,10,27587,0,Low
2323,NAMERICA,Manufacturing,T1,6741,4825000,1,Low
2324,CSB,Agriculture,T5,62,42486,1,Low
2325,EMEA,Healthcare & Life Sciences,T5,159,200300,1,Low
2326,EMEA,Government,T5,1916,210000,1,Low
2327,EMEA,Agriculture,T5,500,2605746,1,Low
2328,NAMERICA,Manufacturing,T4,350,181767.889,0,Low
2329,APJ,Energy,T2,1390,591341.99,0,Low
2330,EMEA,Transportation,T4,85,93313,1,Low
2331,APJ,Transportation,T5,22,5818697,1,Low
2332,APJ,Web & Tech,T1,300,2900000,1,Low
2333,NAMERICA,Education,T1,2500,1614415.171,1,Low
2334,NAMERICA,Education,T1,610,1253818,1,Low
2335,APJ,Agriculture,T2,5000,39515.448,1,Low
2336,EMEA,Agriculture,T3,500,154531.26,1,Low
2337,NAMERICA,"Business, Engineering & Consumer Services",T5,190,34401,0,Low
2338,EMEA,Agriculture,T3,8904,323705,0,Low
2339,CSB,Web & Tech,T5,13,11496,0,Low
2340,APJ,Construction & Real Estate,T1,76,346082,1,Low
2341,NAMERICA,Manufacturing,T5,75,64901,0,Low
2342,EMEA,"Banking, Financial Services & Insurance",T2,608,7624100,0,Low
2343,CSB,Agriculture,T5,10,150860,0,Low
2344,EMEA,Manufacturing,T1,3734,178626,1,Low
2345,Greater China,"Telecom, Media & Entertainment",T5,200,4053055.077,0,Low
2346,CSB,Healthcare & Life Sciences,T5,4,20019,0,Low
2347,NAMERICA,"Business, Engineering & Consumer Services",T5,270,74233,0,Low
2348,NAMERICA,"Banking, Financial Services & Insurance",T1,950,3972400,1,Low
2349,NAMERICA,Retail,T5,2,70314.924,1,Low
2350,CSB,"Business, Engineering & Consumer Services",T5,2,91421.48,0,Low
2351,APJ,Manufacturing,T3,579,222700,0,Low
2352,NAMERICA,Manufacturing,T3,215,72609.917,0,Low
2353,APJ,Education,T2,1533,258541,1,Low
2354,EMEA,Construction & Real Estate,T3,67,119000,1,Low
2355,EMEA,Web & Tech,T3,88,293185,0,Low
2356,EMEA,Agriculture,T5,10,6708947,0,Low
2357,NAMERICA,"Business, Engineering & Consumer Services",T1,60,235000,0,Low
2358,CSB,Web & Tech,T5,2,16604.008,0,Low
2359,APJ,"Business, Engineering & Consumer Services",T5,41,23813.359,0,Low
2360,EMEA,Education,T1,316,58188,1,Low
2361,APJ,Manufacturing,T3,71,28734.564,1,Low
2362,APJ,"Banking, Financial Services & Insurance",T1,7468,417000,0,Low
2363,LA,"Business, Engineering & Consumer Services",T2,70,909100,0,Low
2364,CSB,Agriculture,T5,1,209959,1,Low
2365,NAMERICA,Healthcare & Life Sciences,T1,525,480807.456,1,Low
2366,Greater China,"Banking, Financial Services & Insurance",T1,6294,300000,0,Low
2367,NAMERICA,Government,T4,380,267937,0,Low
2368,LA,Manufacturing,T3,200,109920.118,0,Low
2369,NAMERICA,Healthcare & Life Sciences,T1,4150,3421790.444,1,Low
2370,CSB,Agriculture,T5,50,102578,1,Low
2371,EMEA,Manufacturing,T5,950,12028.867,0,Low
2372,LA,Government,T1,3000,1176052.495,0,Low
2373,EMEA,"Telecom, Media & Entertainment",T3,180,195032.957,1,Low
2374,NAMERICA,Government,T5,160,48099,1,Low
2375,EMEA,Retail,T3,32,46974.082,0,Low
2376,APJ,"Business, Engineering & Consumer Services",T5,5,28592.509,0,Low
2377,EMEA,"Telecom, Media & Entertainment",T3,7555,59278.128,1,Low
2378,CSB,"Business, Engineering & Consumer Services",T5,6,40703,0,Low
2379,EMEA,Retail,T5,225,1796412,0,Low
2380,Greater China,Manufacturing,T1,6000,400446,0,Low
2381,EMEA,Government,T1,250,2571200,1,Low
2382,CSB,Agriculture,T5,50,162815,1,Low
2383,NAMERICA,Web & Tech,T1,837,1160060.608,1,Low
2384,EMEA,"Business, Engineering & Consumer Services",T3,1119,29014.18,0,Low
2385,NAMERICA,"Business, Engineering & Consumer Services",T5,57,52870.386,1,Low
2386,APJ,"Business, Engineering & Consumer Services",T1,7400,2188133.011,1,Low
2387,EMEA,"Banking, Financial Services & Insurance",T1,26943,12500000,1,Low
2388,LA,Agriculture,T1,400,2815520.7,0,Low
2389,APJ,Manufacturing,T1,9700,3006601,0,Low
2390,EMEA,"Telecom, Media & Entertainment",T1,1359,5735418.38,0,Low
2391,APJ,Manufacturing,T1,6291,587300,1,Low
2392,NAMERICA,"Banking, Financial Services & Insurance",T3,65,509824,0,Low
2393,APJ,Web & Tech,T2,1385,1382547,1,Low
2394,APJ,Web & Tech,T1,605,861200,1,Low
2395,CSB,Web & Tech,T5,9,34935,1,Low
2396,NAMERICA,"Banking, Financial Services & Insurance",T3,146,291015,1,Low
2397,NAMERICA,Manufacturing,T2,450,204124.52,1,Low
2398,EMEA,Retail,T1,155000,2199000,0,Low
2399,NAMERICA,Retail,T1,190,1634864,0,Low
2400,EMEA,"Banking, Financial Services & Insurance",T1,6480,137694,1,Low
2401,APJ,"Banking, Financial Services & Insurance",T1,2610,3259400,0,Low
2402,EMEA,Education,T1,5370,2200000,1,Low
2403,NAMERICA,Manufacturing,T1,9625,40500,0,Low
2404,NAMERICA,Government,T1,10951,7636655.481,0,Low
2405,NAMERICA,Government,T1,1104,2014100,1,Low
2406,EMEA,Manufacturing,T1,3524,4350000,1,Low
2407,NAMERICA,Manufacturing,T1,25000,9458000,1,Low
2408,NAMERICA,"Business, Engineering & Consumer Services",T3,1,114790.173,1,Low
2409,Greater China,Manufacturing,T5,200,7638059,1,Low
2410,APJ,"Banking, Financial Services & Insurance",T1,1066,1105400,1,Low
2411,NAMERICA,"Business, Engineering & Consumer Services",T5,250,192135,0,Low
2412,APJ,"Banking, Financial Services & Insurance",T3,1500,1000000,0,Low
2413,Greater China,Manufacturing,T5,20,4006589,1,Low
2414,NAMERICA,Education,T4,450,137817.685,0,Low
2415,APJ,Retail,T5,30,4487736,0,Low
2416,NAMERICA,Education,T1,1700,1210000,1,Low
2417,NAMERICA,Transportation,T4,400,189176.375,1,Low
2418,EMEA,Web & Tech,T3,40,327300,1,Low
2419,APJ,Transportation,T1,2892,1690000,0,Low
2420,EMEA,"Banking, Financial Services & Insurance",T5,14,173250,0,Low
2421,EMEA,"Telecom, Media & Entertainment",T1,2000,186621,1,Low
2422,EMEA,Transportation,T1,1961,77116,0,Low
2423,EMEA,"Banking, Financial Services & Insurance",T5,400,193000,0,Low
2424,EMEA,Manufacturing,T1,20200,2951500,0,Low
2425,NAMERICA,Construction & Real Estate,T5,470,155629.943,0,Low
2426,CSB,Agriculture,T5,10,58743,0,Low
2427,LA,Government,T3,315,600000,1,Low
2428,APJ,Transportation,T1,5097,6017939,1,Low
2429,EMEA,Agriculture,T3,1527,74152,0,Low
2430,NAMERICA,Government,T1,937,1196351.763,1,Low
2431,EMEA,"Business, Engineering & Consumer Services",T1,501,2200000,0,Low
2432,NAMERICA,Government,T1,5189,368300,1,Low
2433,NAMERICA,"Business, Engineering & Consumer Services",T5,930,92519.555,1,Low
2434,APJ,Healthcare & Life Sciences,T3,92,127696,0,Low
2435,Greater China,Web & Tech,T5,10,35436,0,Low
2436,Greater China,Healthcare & Life Sciences,T1,120,652000,1,Low
2437,Greater China,"Banking, Financial Services & Insurance",T1,2000,3137592.874,0,Low
2438,NAMERICA,Retail,T3,9316,23283.862,0,Low
2439,NAMERICA,Energy,T1,2095,1799608.29,0,Low
2440,NAMERICA,Education,T1,6000,10477800,0,Low
2441,Greater China,Web & Tech,T1,70,37253,1,Low
2442,Greater China,Manufacturing,T1,10000,5583557.062,0,Low
2443,APJ,Government,T1,13700,5952000,1,Low
2444,Greater China,Education,T1,2059,439800,0,Low
2445,LA,Education,T3,3272,92686.882,1,Low
2446,EMEA,"Telecom, Media & Entertainment",T5,3803,14274,0,Low
2447,APJ,Education,T2,20,2393300,0,Low
2448,EMEA,Agriculture,T3,1,151027,1,Low
2449,EMEA,"Telecom, Media & Entertainment",T5,5,123903,1,Low
2450,NAMERICA,Education,T1,6857,11553604.05,1,Low
2451,NAMERICA,"Telecom, Media & Entertainment",T1,190000,5510200,1,Low
2452,EMEA,Education,T1,500,1984520.79,0,Low
2453,EMEA,Retail,T1,1000,5829300,0,Low
2454,EMEA,Agriculture,T2,18,13195946,1,Low
2455,EMEA,Web & Tech,T1,12,17481851.37,0,Low
2456,NAMERICA,"Business, Engineering & Consumer Services",T3,1,583137,0,Low
2457,APJ,"Business, Engineering & Consumer Services",T3,30,285000,1,Low
2458,NAMERICA,"Business, Engineering & Consumer Services",T3,87,994086.589,1,Low
2459,NAMERICA,Retail,T1,300,602818,1,Low
2460,NAMERICA,"Business, Engineering & Consumer Services",T5,2,52896,1,Low
2461,APJ,Manufacturing,T3,143000,148233.859,1,Low
2462,APJ,"Telecom, Media & Entertainment",T1,8647,1035588,1,Low
2463,NAMERICA,Education,T1,1000,858900,0,Low
2464,EMEA,"Banking, Financial Services & Insurance",T1,750,825000,0,Low
2465,CSB,Agriculture,T5,50,29203,1,Low
2466,CSB,Web & Tech,T5,53,27377,1,Low
2467,NAMERICA,Education,T1,500,6693000,0,Low
2468,APJ,Healthcare & Life Sciences,T2,16716,13910310,1,Low
2469,NAMERICA,"Banking, Financial Services & Insurance",T5,60,99581,1,Low
2470,Greater China,Manufacturing,T1,60,1119606.399,0,Low
2471,NAMERICA,Government,T1,1,7612000,1,Low
2472,APJ,Retail,T1,14486,1000000,0,Low
2473,EMEA,Education,T1,5000,6858501.035,1,Low
2474,EMEA,"Business, Engineering & Consumer Services",T1,6359,6500000,0,Low
2475,Greater China,Retail,T1,1318,3165877,0,Low
2476,APJ,"Telecom, Media & Entertainment",T1,142,5490500,0,Low
2477,NAMERICA,Retail,T1,279989,57591,1,Low
2478,EMEA,Web & Tech,T1,20,1724300,1,Low
2479,APJ,"Banking, Financial Services & Insurance",T1,6702,378848.248,1,Low
2480,APJ,Web & Tech,T1,10,115700,0,Low
2481,CSB,"Business, Engineering & Consumer Services",T5,6,107117,1,Low
2482,EMEA,Agriculture,T5,75,180294,0,Low
2483,NAMERICA,Education,T1,10726,8250000,1,Low
2484,APJ,"Banking, Financial Services & Insurance",T5,1045,17059,1,Low
2485,EMEA,Manufacturing,T5,106,40223.511,0,Low
2486,LA,Manufacturing,T2,9300,1250000,0,Low
2487,EMEA,Agriculture,T3,100,148864.75,0,Low
2488,Greater China,Agriculture,T5,122,1030000,0,Low
2489,NAMERICA,"Business, Engineering & Consumer Services",T5,2,124821,1,Low
2490,NAMERICA,Manufacturing,T1,113,859800,1,Low
2491,NAMERICA,Manufacturing,T1,135,41208,0,Low
2492,NAMERICA,Healthcare & Life Sciences,T5,25,15539.883,0,Low
2493,Greater China,"Business, Engineering & Consumer Services",T1,1,30270,0,Low
2494,EMEA,Healthcare & Life Sciences,T3,2,96075.37,1,Low
2495,EMEA,Retail,T2,1500,650000,0,Low
2496,NAMERICA,"Business, Engineering & Consumer Services",T1,752,3127496.211,0,Low
2497,APJ,Education,T2,70,148000,1,Low
2498,APJ,Manufacturing,T2,61472,2129951,1,Low
2499,Greater China,Manufacturing,T1,30,52407,0,Low
2500,APJ,"Business, Engineering & Consumer Services",T1,104,140740,0,Low
2501,EMEA,"Telecom, Media & Entertainment",T5,104,48350,1,Low
2502,LA,Manufacturing,T3,500,32824.698,1,Low
2503,APJ,Construction & Real Estate,T3,6080,91374.935,0,Low
2504,CSB,Agriculture,T5,12,79706,0,Low
